ROW_ID,reconstruction_error,is_high_error,relative_error_pct
1,0.525834,False,19.07
2,0.56134,False,20.36
3,0.518066,False,18.79
4,0.685155,False,24.85
5,0.597716,False,21.68
6,0.595919,False,21.62
7,0.585789,False,21.25
8,0.603541,False,21.89
9,0.536632,False,19.47
10,0.561978,False,20.38
11,0.509677,False,18.49
12,0.498205,False,18.07
13,0.503514,False,18.26
14,0.531383,False,19.27
15,0.471458,False,17.1
16,0.511281,False,18.55
17,0.495523,False,17.97
18,0.478233,False,17.35
19,0.451197,False,16.37
20,0.42392,False,15.38
21,0.447154,False,16.22
22,0.40964,False,14.86
23,0.420193,False,15.24
24,0.402774,False,14.61
25,0.395976,False,14.36
26,0.437744,False,15.88
27,0.38409,False,13.93
28,0.375183,False,13.61
29,0.448084,False,16.25
30,0.404327,False,14.67
31,0.466157,False,16.91
32,0.37937,False,13.76
33,0.365486,False,13.26
34,0.413695,False,15.01
35,0.404008,False,14.65
36,0.391194,False,14.19
37,0.410917,False,14.91
38,0.380243,False,13.79
39,0.458671,False,16.64
40,0.414748,False,15.04
41,0.374685,False,13.59
42,0.393755,False,14.28
43,0.494739,False,17.95
44,0.505311,False,18.33
45,0.530069,False,19.23
46,0.532422,False,19.31
47,0.431818,False,15.66
48,0.431721,False,15.66
49,0.428685,False,15.55
50,0.421373,False,15.28
51,0.418537,False,15.18
52,0.493327,False,17.89
53,0.461776,False,16.75
54,0.450886,False,16.35
55,0.435662,False,15.8
56,0.403272,False,14.63
57,0.38493,False,13.96
58,0.420641,False,15.26
59,0.410291,False,14.88
60,0.387844,False,14.07
61,0.401305,False,14.56
62,0.359286,False,13.03
63,0.40511,False,14.69
64,0.404093,False,14.66
65,0.366894,False,13.31
66,0.385832,False,14.0
67,0.40816,False,14.81
68,0.38117,False,13.83
69,0.381741,False,13.85
70,0.427599,False,15.51
71,0.391769,False,14.21
72,0.378367,False,13.72
73,0.378787,False,13.74
74,0.386,False,14.0
75,0.378613,False,13.73
76,0.343299,False,12.45
77,0.364342,False,13.22
78,0.348531,False,12.64
79,0.354474,False,12.86
80,0.352435,False,12.78
81,0.370428,False,13.44
82,0.480899,False,17.44
83,0.355921,False,12.91
84,0.502175,False,18.22
85,0.420745,False,15.26
86,0.41767,False,15.15
87,0.399731,False,14.5
88,0.420332,False,15.25
89,0.44794,False,16.25
90,0.441871,False,16.03
91,0.454423,False,16.48
92,0.382471,False,13.87
93,0.464054,False,16.83
94,0.434653,False,15.77
95,0.414908,False,15.05
96,0.446506,False,16.2
97,0.446312,False,16.19
98,0.496949,False,18.03
99,0.497368,False,18.04
100,0.566277,False,20.54
101,0.471524,False,17.1
102,0.426475,False,15.47
103,0.451658,False,16.38
104,0.416983,False,15.13
105,0.454542,False,16.49
106,0.418059,False,15.16
107,0.465901,False,16.9
108,0.407547,False,14.78
109,0.39018,False,14.15
110,0.401867,False,14.58
111,0.381704,False,13.85
112,0.463644,False,16.82
113,0.389253,False,14.12
114,0.3645,False,13.22
115,0.38315,False,13.9
116,0.355643,False,12.9
117,0.524288,False,19.02
118,0.419058,False,15.2
119,0.401185,False,14.55
120,0.380478,False,13.8
121,0.455456,False,16.52
122,0.344279,False,12.49
123,0.333802,False,12.11
124,0.357902,False,12.98
125,0.351428,False,12.75
126,0.325047,False,11.79
127,0.320777,False,11.64
128,0.344936,False,12.51
129,0.327917,False,11.89
130,0.345377,False,12.53
131,0.322592,False,11.7
132,0.350986,False,12.73
133,0.386665,False,14.03
134,0.326647,False,11.85
135,0.330952,False,12.0
136,0.413228,False,14.99
137,0.446275,False,16.19
138,0.43643,False,15.83
139,0.456048,False,16.54
140,0.455399,False,16.52
141,0.545911,False,19.8
142,0.482638,False,17.51
143,0.472355,False,17.13
144,0.473783,False,17.19
145,0.494637,False,17.94
146,0.474462,False,17.21
147,0.461218,False,16.73
148,0.482904,False,17.52
149,0.499226,False,18.11
150,0.458125,False,16.62
151,0.447605,False,16.24
152,0.600915,False,21.8
153,0.697673,False,25.31
154,0.6466,False,23.45
155,0.52266,False,18.96
156,0.451841,False,16.39
157,0.440494,False,15.98
158,0.428297,False,15.54
159,0.462824,False,16.79
160,0.404738,False,14.68
161,0.489267,False,17.75
162,0.414961,False,15.05
163,0.433829,False,15.74
164,0.380824,False,13.81
165,0.37242,False,13.51
166,0.44723,False,16.22
167,0.392889,False,14.25
168,0.406973,False,14.76
169,0.364647,False,13.23
170,0.430432,False,15.61
171,0.3561,False,12.92
172,0.374745,False,13.59
173,0.415612,False,15.08
174,0.382597,False,13.88
175,0.369602,False,13.41
176,0.46689,False,16.94
177,0.391215,False,14.19
178,0.354212,False,12.85
179,0.468129,False,16.98
180,0.370909,False,13.45
181,0.89845,False,32.59
182,0.879645,False,31.91
183,0.920554,False,33.39
184,0.951424,True,34.51
185,0.946412,True,34.33
186,0.909474,False,32.99
187,0.907052,False,32.9
188,0.902697,False,32.74
189,0.92653,False,33.61
190,0.961161,True,34.86
191,1.011259,True,36.68
192,1.416452,True,51.38
193,0.409063,False,14.84
194,0.398493,False,14.45
195,0.377119,False,13.68
196,0.455484,False,16.52
197,0.475567,False,17.25
198,0.366519,False,13.29
199,0.37119,False,13.46
200,0.357174,False,12.96
201,0.377316,False,13.69
202,0.307733,False,11.16
203,0.328891,False,11.93
204,0.323314,False,11.73
205,0.395249,False,14.34
206,0.300767,False,10.91
207,0.245501,False,8.91
208,0.48525,False,17.6
209,0.484716,False,17.58
210,0.485867,False,17.62
211,0.421334,False,15.28
212,0.412385,False,14.96
213,0.429948,False,15.6
214,0.397124,False,14.4
215,0.390693,False,14.17
216,0.389855,False,14.14
217,0.427718,False,15.51
218,0.389664,False,14.13
219,0.371373,False,13.47
220,0.365321,False,13.25
221,0.357486,False,12.97
222,0.344543,False,12.5
223,0.364403,False,13.22
224,0.34429,False,12.49
225,0.338699,False,12.29
226,0.447192,False,16.22
227,0.408348,False,14.81
228,0.349617,False,12.68
229,0.3405,False,12.35
230,0.411612,False,14.93
231,0.350233,False,12.7
232,0.442941,False,16.07
233,0.449374,False,16.3
234,0.40609,False,14.73
235,0.414996,False,15.05
236,0.429451,False,15.58
237,0.428375,False,15.54
238,0.451318,False,16.37
239,0.583201,False,21.15
240,0.554346,False,20.11
241,0.4372,False,15.86
242,0.41666,False,15.11
243,0.535221,False,19.41
244,0.421772,False,15.3
245,0.842174,False,30.55
246,0.836182,False,30.33
247,0.715726,False,25.96
248,0.582012,False,21.11
249,0.588447,False,21.34
250,0.58134,False,21.09
251,1.367791,True,49.61
252,0.587417,False,21.31
253,0.593392,False,21.52
254,0.572857,False,20.78
255,0.601211,False,21.81
256,0.598873,False,21.72
257,0.593436,False,21.53
258,0.518413,False,18.8
259,0.611491,False,22.18
260,0.606348,False,21.99
261,0.468629,False,17.0
262,0.446846,False,16.21
263,0.436565,False,15.84
264,0.475147,False,17.23
265,0.519953,False,18.86
266,0.466351,False,16.92
267,0.455924,False,16.54
268,0.427028,False,15.49
269,0.423172,False,15.35
270,0.421844,False,15.3
271,0.420654,False,15.26
272,0.407421,False,14.78
273,0.436402,False,15.83
274,0.436369,False,15.83
275,0.417253,False,15.13
276,0.45072,False,16.35
277,0.384451,False,13.95
278,0.396478,False,14.38
279,0.383681,False,13.92
280,0.416576,False,15.11
281,0.380582,False,13.8
282,0.406043,False,14.73
283,0.397576,False,14.42
284,0.414817,False,15.05
285,0.410096,False,14.88
286,0.398644,False,14.46
287,0.387769,False,14.07
288,0.472492,False,17.14
289,0.418536,False,15.18
290,0.796159,False,28.88
291,0.795269,False,28.85
292,0.801772,False,29.08
293,0.629976,False,22.85
294,0.637908,False,23.14
295,0.66431,False,24.1
296,0.625054,False,22.67
297,0.665123,False,24.13
298,0.605318,False,21.96
299,0.619462,False,22.47
300,0.606077,False,21.98
301,0.602337,False,21.85
302,0.608588,False,22.08
303,0.595813,False,21.61
304,0.588495,False,21.35
305,0.586405,False,21.27
306,0.591532,False,21.46
307,0.594948,False,21.58
308,0.584878,False,21.22
309,0.597938,False,21.69
310,0.584789,False,21.21
311,0.587146,False,21.3
312,0.598947,False,21.73
313,0.588595,False,21.35
314,0.609772,False,22.12
315,0.640018,False,23.22
316,0.641235,False,23.26
317,0.619052,False,22.45
318,0.613035,False,22.24
319,0.604526,False,21.93
320,0.601633,False,21.82
321,0.603406,False,21.89
322,0.253947,False,9.21
323,0.373352,False,13.54
324,0.245145,False,8.89
325,0.416806,False,15.12
326,0.420122,False,15.24
327,0.325212,False,11.8
328,0.323392,False,11.73
329,0.306289,False,11.11
330,0.310644,False,11.27
331,0.290275,False,10.53
332,0.269854,False,9.79
333,0.282809,False,10.26
334,0.26426,False,9.59
335,0.280158,False,10.16
336,0.289257,False,10.49
337,0.273493,False,9.92
338,0.333628,False,12.1
339,0.226541,False,8.22
340,0.369531,False,13.4
341,0.214217,False,7.77
342,0.223452,False,8.11
343,0.23473,False,8.51
344,0.223713,False,8.11
345,0.249697,False,9.06
346,0.205552,False,7.46
347,0.202851,False,7.36
348,0.305758,False,11.09
349,0.224313,False,8.14
350,0.224581,False,8.15
351,0.210204,False,7.62
352,0.23102,False,8.38
353,0.270596,False,9.82
354,0.227318,False,8.25
355,0.25238,False,9.15
356,0.29171,False,10.58
357,0.355324,False,12.89
358,0.328663,False,11.92
359,0.251564,False,9.12
360,0.337892,False,12.26
361,0.272187,False,9.87
362,0.253628,False,9.2
363,0.255684,False,9.27
364,0.306356,False,11.11
365,0.285638,False,10.36
366,0.425169,False,15.42
367,0.291588,False,10.58
368,0.263655,False,9.56
369,0.27508,False,9.98
370,0.309603,False,11.23
371,0.346727,False,12.58
372,0.318673,False,11.56
373,0.405598,False,14.71
374,0.300104,False,10.89
375,0.291303,False,10.57
376,0.289476,False,10.5
377,0.303101,False,10.99
378,0.371257,False,13.47
379,0.28843,False,10.46
380,0.307422,False,11.15
381,0.301261,False,10.93
382,0.519928,False,18.86
383,0.34811,False,12.63
384,0.452801,False,16.42
385,0.442534,False,16.05
386,0.445408,False,16.16
387,1.123001,True,40.73
388,0.655701,False,23.78
389,0.72003,False,26.12
390,0.682087,False,24.74
391,0.634869,False,23.03
392,0.708061,False,25.68
393,0.691302,False,25.08
394,0.671917,False,24.37
395,0.667408,False,24.21
396,0.643545,False,23.34
397,0.6433,False,23.33
398,0.648044,False,23.51
399,0.523703,False,19.0
400,0.571811,False,20.74
401,0.553595,False,20.08
402,0.699109,False,25.36
403,0.64344,False,23.34
404,0.660596,False,23.96
405,0.654165,False,23.73
406,0.660858,False,23.97
407,0.636833,False,23.1
408,0.63005,False,22.85
409,0.610808,False,22.16
410,0.638142,False,23.15
411,0.634073,False,23.0
412,0.601775,False,21.83
413,0.581307,False,21.09
414,0.594924,False,21.58
415,0.587635,False,21.32
416,0.579344,False,21.01
417,0.58073,False,21.06
418,0.571511,False,20.73
419,0.580382,False,21.05
420,0.571307,False,20.72
421,0.64978,False,23.57
422,0.664108,False,24.09
423,0.558842,False,20.27
424,0.570635,False,20.7
425,0.532888,False,19.33
426,0.587944,False,21.33
427,0.57069,False,20.7
428,0.575617,False,20.88
429,0.519137,False,18.83
430,0.511276,False,18.55
431,0.545958,False,19.8
432,0.5251,False,19.05
433,0.531095,False,19.26
434,0.526692,False,19.1
435,0.462344,False,16.77
436,0.452619,False,16.42
437,0.477579,False,17.32
438,0.44226,False,16.04
